loyalty_number,total_flights,distance,points_accumulated,points_redeemed,months_recorded,country,province,city,postal_code,gender,education,salary,marital_status,loyalty_card,clv,salary_missing_flag,cancelled_flag,salary_band,clv_band,enrollment_date,cancellation_date,points_balance,redemption_rate,activity_segment,clv_segment,customer_segment
474757,0,0,0,0,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,78573,Divorced,Star,4376.36,0,1,Medium,Medium CLV,2014-04-01,2015-05-01,0,0,No Activity,Medium CLV,Medium Value Inactive
315851,42,78996,78996,824,24,Canada,Newfoundland,"St. John's",A1C 6H9,Female,Bachelor,96807,Married,Aurora,5163.84,0,0,Medium,Medium CLV,2013-02-01,,78172,1.04309078940706e-02,Medium Activity,High CLV,High Value Active
481857,53,96288,96288,569,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,Bachelor,71458,Married,Star,4746.76,0,0,Medium,Medium CLV,2014-05-01,,95719,5.90935526753074e-03,High Activity,Medium CLV,Medium Value Power User
527944,0,0,0,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,49202,Married,Aurora,5176.58,0,1,Low,Medium CLV,2014-06-01,2017-01-01,0,0,No Activity,High CLV,High Value At Risk
543918,52,76633,76633,3513,24,Canada,Quebec,Montreal,H2T 2J6,Male,High School or Below,40736,Married,Star,3896.57,0,0,Low,Medium CLV,2012-11-01,,73120,4.58418696906033e-02,High Activity,Low CLV,Low Value Active
675106,51,74378,74378,758,24,Canada,Saskatchewan,Regina,S6J 3G0,Male,Master,104812,Divorced,Star,4794.48,0,0,High,Medium CLV,2014-10-01,,73620,1.01911855656242e-02,High Activity,Medium CLV,Medium Value Power User
381717,10,10814,10814,0,24,Canada,Ontario,London,M5B 3E4,Female,Bachelor,95061,Married,Aurora,4984.62,0,0,Medium,Medium CLV,2018-07-01,,10814,0,Low Activity,Medium CLV,Medium Value Casual
622171,5,6295,6295,0,24,Canada,Quebec,Montreal,H2Y 2W2,Female,Bachelor,55002,Married,Aurora,4956.62,0,0,Medium,Medium CLV,2018-06-01,,6295,0,Low Activity,Medium CLV,Medium Value Casual
697837,41,64244,64244,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Master,108218,Married,Star,4755.19,0,0,High,Medium CLV,2013-09-01,,64244,0,Medium Activity,Medium CLV,Medium Value Regular
980856,39,71857,71857,1708,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Doctor,70996,Single,Star,4254.62,0,0,Medium,Medium CLV,2015-02-01,,70149,2.3769430953143e-02,Medium Activity,Low CLV,Low Value Regular
833569,22,36644,36644,458,24,Canada,Saskatchewan,Regina,S6J 3G0,Female,College,,Single,Star,4314.07,1,0,Unknown,Medium CLV,2017-09-01,,36186,1.24986355201397e-02,Low Activity,Low CLV,Low Value Low Activity
332983,27,29960,44940,0,11,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,101171,Married,Star,4479.02,0,0,High,Medium CLV,2018-02-01,,44940,0,Medium Activity,Medium CLV,Medium Value Regular
410921,42,59799,59799,487,24,Canada,Ontario,Toronto,M8Y 4K8,Female,Master,114778,Married,Star,4755.72,0,0,High,Medium CLV,2016-09-01,,59312,8.14394889546648e-03,Medium Activity,Medium CLV,Medium Value Regular
821379,20,29572,29572,738,24,Canada,British Columbia,Victoria,V10 6T5,Female,Bachelor,59207,Married,Star,4601.91,0,1,Medium,Medium CLV,2017-09-01,2018-05-01,28834,2.49560394968213e-02,Low Activity,Medium CLV,Medium Value Casual
842379,35,55755,55755,0,24,Canada,British Columbia,Vancouver,V1E 4R6,Male,College,,Married,Aurora,5182.46,1,0,Unknown,Medium CLV,2018-12-01,,55755,0,Medium Activity,High CLV,High Value Active
363925,24,30716,30716,567,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Female,College,,Single,Star,4853.53,1,0,Unknown,Medium CLV,2017-11-01,,30149,1.84594348222425e-02,Medium Activity,Medium CLV,Medium Value Regular
130368,39,60011,60011,350,24,Canada,Ontario,Toronto,M2M 7K8,Male,Bachelor,92859,Married,Star,4591.63,0,0,Medium,Medium CLV,2013-10-01,,59661,5.83226408491776e-03,Medium Activity,Medium CLV,Medium Value Regular
615439,72,113411,113411,2852,24,Canada,Manitoba,Winnipeg,R2C 0M5,Male,Doctor,109664,Single,Star,4763.33,0,0,High,Medium CLV,2013-02-01,,110559,2.51474724673973e-02,High Activity,Medium CLV,Medium Value Power User
354438,12,20632,20632,328,24,Canada,Quebec,Montreal,H2T 2J6,Male,College,,Married,Star,4167.09,1,0,Unknown,Medium CLV,2018-09-01,,20304,1.58976347421481e-02,Low Activity,Low CLV,Low Value Low Activity
428826,15,30714,30714,987,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,Bachelor,63029,Single,Star,4645.57,0,0,Medium,Medium CLV,2018-05-01,,29727,3.21351826528619e-02,Low Activity,Medium CLV,Medium Value Casual
444778,39,53005,53005,0,24,Canada,British Columbia,Vancouver,V6E 3D9,Female,College,,Married,Star,4899.23,1,0,Unknown,Medium CLV,2016-07-01,,53005,0,Medium Activity,Medium CLV,Medium Value Regular
121935,25,31699,31699,411,24,Canada,Yukon,Whitehorse,Y2K 6R0,Female,Doctor,299560,Married,Star,4878.83,0,0,High,Medium CLV,2015-10-01,,31288,1.29657086974352e-02,Medium Activity,Medium CLV,Medium Value Regular
321557,0,0,0,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,Bachelor,101826,Divorced,Star,4595.52,0,1,High,Medium CLV,2013-12-01,2014-09-01,0,0,No Activity,Medium CLV,Medium Value Inactive
800726,39,47349,47349,1189,24,Canada,Quebec,Montreal,H2Y 4R4,Female,Bachelor,90071,Divorced,Star,4626.8,0,0,Medium,Medium CLV,2017-02-01,,46160,2.51114067878941e-02,Medium Activity,Medium CLV,Medium Value Regular
794248,45,68281,102421,0,11,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Nova,9599.95,1,0,Unknown,High CLV,2018-04-01,,102421,0,High Activity,High CLV,High Value Frequent Flyer
179719,32,41329,41329,419,24,Canada,Ontario,Trenton,K8V 4B2,Male,College,,Married,Aurora,5085.02,1,0,Unknown,Medium CLV,2015-04-01,,40910,1.01381596457693e-02,Medium Activity,High CLV,High Value Active
955991,26,46228,46228,2403,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,91681,Single,Star,4782.35,0,0,Medium,Medium CLV,2013-09-01,,43825,5.19814830838453e-02,Medium Activity,Medium CLV,Medium Value Regular
384920,30,40150,40150,1696,24,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,94488,Married,Aurora,5126.84,0,0,Medium,Medium CLV,2013-03-01,,38454,4.22415940224159e-02,Medium Activity,High CLV,High Value Active
536567,56,80852,80852,1245,24,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,80697,Married,Star,3919.37,0,0,Medium,Medium CLV,2016-05-01,,79607,1.53985059120368e-02,High Activity,Low CLV,Low Value Active
787172,0,0,0,0,24,Canada,British Columbia,Dawson Creek,U5I 4F1,Male,Bachelor,100995,Married,Aurora,5113.87,0,1,High,Medium CLV,2015-05-01,2016-01-01,0,0,No Activity,High CLV,High Value At Risk
784570,22,33046,33046,663,24,Canada,Quebec,Hull,J8Y 3Z5,Female,High School or Below,44092,Single,Aurora,5169.5,0,0,Low,Medium CLV,2017-02-01,,32383,2.00629425649095e-02,Low Activity,High CLV,High Value Low Activity
111646,24,45971,45971,1100,24,Canada,Ontario,Toronto,P1L 8X8,Female,Bachelor,67445,Single,Aurora,5015.01,0,1,Medium,Medium CLV,2014-11-01,2018-01-01,44871,2.39281286028148e-02,Medium Activity,High CLV,High Value Active
679908,36,57423,57423,979,24,Canada,Quebec,Montreal,H4G 3T4,Female,Bachelor,77601,Married,Star,3921.02,0,0,Medium,Medium CLV,2015-08-01,,56444,1.70489176810686e-02,Medium Activity,Low CLV,Low Value Regular
189611,54,72823,72823,448,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4468.22,1,0,Unknown,Medium CLV,2012-10-01,,72375,6.15190255825769e-03,High Activity,Medium CLV,Medium Value Power User
287750,48,62074,62074,1694,24,Canada,Ontario,Ottawa,K1F 2R2,Female,College,,Single,Star,4109.31,1,0,Unknown,Medium CLV,2012-08-01,,60380,2.72900086992944e-02,High Activity,Low CLV,Low Value Active
512906,25,41036,41036,1822,24,Canada,New Brunswick,Fredericton,E3B 2H2,Male,College,,Married,Star,4872.02,1,0,Unknown,Medium CLV,2017-08-01,,39214,4.4400038990155e-02,Medium Activity,Medium CLV,Medium Value Regular
627489,42,63928,63928,3185,24,Canada,Manitoba,Winnipeg,R3R 3T4,Male,College,,Married,Star,4715.29,1,0,Unknown,Medium CLV,2013-08-01,,60743,4.98216743836816e-02,Medium Activity,Medium CLV,Medium Value Regular
883242,3,6822,6822,0,24,Canada,Ontario,Toronto,P2T 6G3,Male,College,,Single,Star,4463,1,0,Unknown,Medium CLV,2018-10-01,,6822,0,Low Activity,Medium CLV,Medium Value Casual
235391,37,56270,56270,871,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,53061,Married,Aurora,5246.28,0,0,Medium,Medium CLV,2012-07-01,,55399,1.54789408210414e-02,Medium Activity,High CLV,High Value Active
234866,30,46360,46360,2056,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,College,,Single,Star,4558.59,1,0,Unknown,Medium CLV,2014-08-01,,44304,4.43485763589301e-02,Medium Activity,Medium CLV,Medium Value Regular
695529,41,52457,52457,1245,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,Master,114551,Single,Star,4334.06,0,0,High,Medium CLV,2012-12-01,,51212,2.37337247650457e-02,Medium Activity,Medium CLV,Medium Value Regular
792383,46,73204,73204,868,24,Canada,Quebec,Hull,J8Y 3Z5,Female,Doctor,210090,Divorced,Aurora,5096.67,0,0,High,Medium CLV,2016-01-01,,72336,1.18572755587126e-02,High Activity,High CLV,High Value Frequent Flyer
441440,27,45164,45164,0,24,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,50797,Single,Star,4637.16,0,0,Medium,Medium CLV,2017-02-01,,45164,0,Medium Activity,Medium CLV,Medium Value Regular
455287,4,4980,4980,379,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,Bachelor,82894,Divorced,Aurora,5021.69,0,0,Medium,Medium CLV,2018-07-01,,4601,7.61044176706827e-02,Low Activity,High CLV,High Value Low Activity
810257,42,63047,63047,2684,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,College,,Single,Aurora,4966.85,1,0,Unknown,Medium CLV,2014-04-01,,60363,4.25714149761289e-02,Medium Activity,Medium CLV,Medium Value Regular
433812,34,48512,48512,613,24,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,4814.35,1,0,Unknown,Medium CLV,2012-05-01,,47899,1.26360488126649e-02,Medium Activity,Medium CLV,Medium Value Regular
789157,3,6690,6690,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Female,College,,Single,Star,3995.36,1,0,Unknown,Medium CLV,2018-09-01,,6690,0,Low Activity,Low CLV,Low Value Low Activity
872408,0,0,0,0,24,Canada,Alberta,Banff,T4V 1D4,Female,High School or Below,56173,Married,Star,4801.66,0,0,Medium,Medium CLV,2018-12-01,,0,0,No Activity,Medium CLV,Medium Value Inactive
654187,39,54984,54984,779,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,80191,Single,Aurora,4940.51,0,0,Medium,Medium CLV,2015-07-01,,54205,1.41677578932053e-02,Medium Activity,Medium CLV,Medium Value Regular
420464,0,0,0,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,56178,Married,Aurora,5126.54,0,0,Medium,Medium CLV,2012-08-01,,0,0,No Activity,High CLV,High Value At Risk
605505,41,53596,53596,1131,24,Canada,Manitoba,Winnipeg,R2C 0M5,Male,College,,Married,Star,4787.47,1,0,Unknown,Medium CLV,2016-03-01,,52465,2.11023210687365e-02,Medium Activity,Medium CLV,Medium Value Regular
461108,1,1209,1209,0,24,Canada,Quebec,Montreal,H2T 9K8,Male,Doctor,152955,Married,Star,3954.34,0,0,High,Medium CLV,2018-10-01,,1209,0,Low Activity,Low CLV,Low Value Low Activity
756907,43,55672,55672,867,24,Canada,Quebec,Quebec City,G1B 3L5,Female,Bachelor,77266,Married,Aurora,5021.15,0,0,Medium,Medium CLV,2017-03-01,,54805,1.55733582411266e-02,High Activity,High CLV,High Value Frequent Flyer
331258,29,39321,39321,1168,24,Canada,Nova Scotia,Halifax,B3J 9S2,Female,Doctor,105218,Married,Star,4681.53,0,0,High,Medium CLV,2015-04-01,,38153,2.97042292922357e-02,Medium Activity,Medium CLV,Medium Value Regular
330464,40,72989,72989,1750,24,Canada,Nova Scotia,Halifax,B3J 9S2,Male,Bachelor,100510,Divorced,Aurora,5146.9,0,0,High,Medium CLV,2014-10-01,,71239,2.39762155941306e-02,Medium Activity,High CLV,High Value Active
881142,9,9859,9859,870,24,Canada,British Columbia,Vancouver,V1E 4R6,Female,Doctor,89057,Single,Star,4046.94,0,1,Medium,Medium CLV,2016-09-01,2017-05-01,8989,8.82442438381175e-02,Low Activity,Low CLV,Low Value Low Activity
645280,43,62923,62923,813,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,Bachelor,75827,Married,Star,3939.01,0,0,Medium,Medium CLV,2012-12-01,,62110,1.29205536926084e-02,High Activity,Low CLV,Low Value Active
422805,29,41676,41676,2574,24,Canada,Quebec,Montreal,H2Y 2W2,Male,Bachelor,74413,Married,Star,4686.47,0,0,Medium,Medium CLV,2015-02-01,,39102,6.17621652749784e-02,Medium Activity,Medium CLV,Medium Value Regular
460711,0,0,0,0,24,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Aurora,5098.85,1,0,Unknown,Medium CLV,2018-12-01,,0,0,No Activity,High CLV,High Value At Risk
384269,48,60930,60930,857,24,Canada,Newfoundland,"St. John's",A1C 6H9,Male,Bachelor,68896,Divorced,Star,4745.18,0,0,Medium,Medium CLV,2015-08-01,,60073,1.40653208600033e-02,High Activity,Medium CLV,Medium Value Power User
616220,30,50816,50816,0,24,Canada,New Brunswick,Moncton,E1A 2A7,Female,Doctor,100482,Married,Star,4914.73,0,0,High,Medium CLV,2016-03-01,,50816,0,Medium Activity,Medium CLV,Medium Value Regular
327796,28,49694,49694,380,24,Canada,Quebec,Quebec City,G1B 3L5,Male,College,,Single,Star,4191.06,1,0,Unknown,Medium CLV,2017-06-01,,49314,7.64679840624623e-03,Medium Activity,Low CLV,Low Value Regular
386082,40,36882,55323,0,11,Canada,Alberta,Edmonton,T9G 1W3,Female,Bachelor,30486,Divorced,Aurora,5391.97,0,1,Low,Medium CLV,2018-03-01,2018-11-01,55323,0,Medium Activity,High CLV,High Value Active
772397,39,61274,61274,689,24,Canada,Ontario,Kingston,M9K 2P4,Male,High School or Below,80050,Married,Star,4561.27,0,0,Medium,Medium CLV,2014-04-01,,60585,1.1244573554852e-02,Medium Activity,Medium CLV,Medium Value Regular
573332,41,56504,56504,0,24,Canada,British Columbia,Vancouver,V5R 1W3,Female,Bachelor,94488,Married,Aurora,5126.84,0,0,Medium,Medium CLV,2012-07-01,,56504,0,Medium Activity,High CLV,High Value Active
784113,44,67491,67491,447,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Female,College,,Single,Aurora,5016.64,1,0,Unknown,Medium CLV,2012-06-01,,67044,6.62310530292928e-03,High Activity,High CLV,High Value Frequent Flyer
948327,7,6715,6715,0,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,Bachelor,78659,Married,Star,4742.11,0,0,Medium,Medium CLV,2018-08-01,,6715,0,Low Activity,Medium CLV,Medium Value Casual
991672,33,61906,61906,976,24,Canada,Quebec,Montreal,H4G 3T4,Male,College,,Single,Star,4502.41,1,0,Unknown,Medium CLV,2017-04-01,,60930,1.57658385293833e-02,Medium Activity,Medium CLV,Medium Value Regular
431899,40,69711,69711,1113,24,Canada,Quebec,Tremblant,H5Y 2S9,Male,College,,Single,Star,4671.42,1,0,Unknown,Medium CLV,2014-06-01,,68598,1.59659164263889e-02,Medium Activity,Medium CLV,Medium Value Regular
833701,34,49776,49776,1076,24,Canada,British Columbia,Whistler,V6T 1Y8,Male,College,,Single,Star,4340.86,1,0,Unknown,Medium CLV,2014-02-01,,48700,2.1616843458695e-02,Medium Activity,Medium CLV,Medium Value Regular
708020,48,68801,68801,1860,24,Canada,Quebec,Hull,J8Y 3Z5,Male,Bachelor,77863,Married,Aurora,4957.03,0,0,Medium,Medium CLV,2015-05-01,,66941,2.70344907777503e-02,High Activity,Medium CLV,Medium Value Power User
432451,38,64492,64492,0,24,Canada,British Columbia,West Vancouver,V6V 8Z3,Male,College,,Single,Star,4766.37,1,0,Unknown,Medium CLV,2016-07-01,,64492,0,Medium Activity,Medium CLV,Medium Value Regular
935504,29,35741,35741,2057,24,Canada,British Columbia,Vancouver,V6E 3D9,Male,College,,Single,Star,4803.94,1,0,Unknown,Medium CLV,2017-02-01,,33684,5.7552950393106e-02,Medium Activity,Medium CLV,Medium Value Regular
520094,29,43653,43653,1838,24,Canada,Quebec,Hull,J8Y 3Z5,Female,Bachelor,52881,Married,Star,4466.98,0,0,Medium,Medium CLV,2016-10-01,,41815,4.21047808856207e-02,Medium Activity,Medium CLV,Medium Value Regular
306110,29,33602,33602,1639,24,Canada,Ontario,Toronto,P1J 8T7,Male,Bachelor,64587,Married,Star,4053.37,0,0,Medium,Medium CLV,2013-05-01,,31963,4.87768585203262e-02,Medium Activity,Low CLV,Low Value Regular
329358,23,26430,26430,375,24,Canada,Ontario,Ottawa,K1F 2R2,Male,Bachelor,89923,Single,Star,4599.76,0,0,Medium,Medium CLV,2018-01-01,,26055,1.41884222474461e-02,Medium Activity,Medium CLV,Medium Value Regular
295147,32,56656,56656,2024,24,Canada,British Columbia,Kelowna,V09 2E9,Male,Bachelor,99814,Married,Star,4048.16,0,0,Medium,Medium CLV,2017-05-01,,54632,3.57243716464276e-02,Medium Activity,Low CLV,Low Value Regular
520321,0,0,0,0,24,Canada,Ontario,London,M5B 3E4,Female,Doctor,237245,Married,Star,4112.84,0,1,High,Medium CLV,2015-09-01,2016-05-01,0,0,No Activity,Low CLV,Low Value Inactive
984713,5,9871,9871,556,24,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Single,Star,3997.48,1,0,Unknown,Medium CLV,2018-08-01,,9315,5.63266133117212e-02,Low Activity,Low CLV,Low Value Low Activity
660436,42,54311,54311,926,24,Canada,Ontario,Toronto,M2M 6J7,Male,College,,Single,Aurora,5123.77,1,0,Unknown,Medium CLV,2017-05-01,,53385,1.70499530481855e-02,Medium Activity,High CLV,High Value Active
630396,49,69066,69066,363,24,Canada,Ontario,Toronto,P1J 8T7,Female,High School or Below,52781,Divorced,Aurora,5223.43,0,0,Medium,Medium CLV,2012-08-01,,68703,5.25584223785944e-03,High Activity,High CLV,High Value Frequent Flyer
351513,0,0,0,0,24,Canada,Ontario,Ottawa,K1F 2R2,Female,Doctor,210090,Divorced,Aurora,5096.67,0,0,High,Medium CLV,2012-11-01,,0,0,No Activity,High CLV,High Value At Risk
328936,45,64695,64695,906,24,Canada,Ontario,Thunder Bay,K8T 5M5,Female,Bachelor,53118,Married,Star,4005.72,0,0,Medium,Medium CLV,2015-03-01,,63789,1.40041734291676e-02,High Activity,Low CLV,Low Value Active
540497,28,36723,36723,1903,24,Canada,Quebec,Quebec City,G1B 3L5,Female,College,,Single,Star,4705.59,1,0,Unknown,Medium CLV,2017-07-01,,34820,5.18203850447948e-02,Medium Activity,Medium CLV,Medium Value Regular
443967,62,77440,116160,0,11,Canada,Alberta,Peace River,T9O 2W2,Female,High School or Below,73327,Single,Nova,3086.87,0,0,Medium,Medium CLV,2018-03-01,,116160,0,High Activity,Low CLV,Low Value Active
841677,27,47277,47277,690,24,Canada,Ontario,Kingston,M9K 2P4,Male,Bachelor,74413,Married,Star,4686.47,0,0,Medium,Medium CLV,2017-09-01,,46587,1.45948346976331e-02,Medium Activity,Medium CLV,Medium Value Regular
716393,45,64581,64581,1922,24,Canada,Saskatchewan,Regina,S1J 3C5,Male,Bachelor,63708,Married,Aurora,5065.94,0,0,Medium,Medium CLV,2015-06-01,,62659,2.97610752388473e-02,High Activity,High CLV,High Value Frequent Flyer
636505,28,45297,45297,2101,24,Canada,Quebec,Montreal,H2T 9K8,Female,Bachelor,51831,Married,Star,4865.37,0,0,Medium,Medium CLV,2015-06-01,,43196,4.63827626553635e-02,Medium Activity,Medium CLV,Medium Value Regular
157005,48,66723,66723,911,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,Bachelor,98629,Married,Star,3890.87,0,0,Medium,Medium CLV,2016-10-01,,65812,1.36534628239138e-02,High Activity,Low CLV,Low Value Active
112522,50,69086,103629,0,11,Canada,Alberta,Peace River,T9O 2W2,Male,Bachelor,49846,Married,Aurora,5636.74,0,0,Low,Medium CLV,2018-02-01,,103629,0,High Activity,High CLV,High Value Frequent Flyer
806030,14,26656,26656,567,24,Canada,Alberta,Calgary,T3E 2V9,Female,Bachelor,75861,Married,Star,3903.47,0,0,Medium,Medium CLV,2018-05-01,,26089,2.12710084033613e-02,Low Activity,Low CLV,Low Value Low Activity
211083,40,59425,59425,929,24,Canada,Ontario,Sudbury,M5V 1G5,Male,College,,Single,Star,4916.48,1,0,Unknown,Medium CLV,2014-11-01,,58496,1.5633151030711e-02,Medium Activity,Medium CLV,Medium Value Regular
702493,17,37705,37705,0,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Married,Star,4624.62,1,1,Unknown,Medium CLV,2017-02-01,2017-10-01,37705,0,Low Activity,Medium CLV,Medium Value Casual
919922,17,21561,21561,0,24,Canada,Ontario,Sudbury,M5V 1G5,Female,College,,Divorced,Aurora,4957.16,1,1,Unknown,Medium CLV,2017-08-01,2018-04-01,21561,0,Low Activity,Medium CLV,Medium Value Casual
509513,49,93408,93408,576,24,Canada,British Columbia,Vancouver,V5R 1W3,Male,College,,Single,Star,4121.25,1,0,Unknown,Medium CLV,2012-12-01,,92832,6.16649537512847e-03,High Activity,Low CLV,Low Value Active
871203,24,33794,33794,800,24,Canada,Ontario,Toronto,M1R 4K3,Male,Master,114551,Single,Star,4334.06,0,0,High,Medium CLV,2017-12-01,,32994,2.3672841332781e-02,Medium Activity,Medium CLV,Medium Value Regular
890361,16,30143,30143,429,24,Canada,British Columbia,Vancouver,V6E 3Z3,Male,College,,Single,Star,4915.39,1,0,Unknown,Medium CLV,2017-04-01,,29714,1.42321600371562e-02,Low Activity,Medium CLV,Medium Value Casual
260106,6,10579,10579,0,24,Canada,Manitoba,Winnipeg,R2C 0M5,Female,Bachelor,88876,Single,Star,4228.25,0,1,Medium,Medium CLV,2013-06-01,2017-04-01,10579,0,Low Activity,Low CLV,Low Value Low Activity
274264,34,52070,52070,524,24,Canada,Nova Scotia,Halifax,B3C 2M8,Male,Bachelor,52352,Married,Aurora,5096.7,0,0,Medium,Medium CLV,2013-12-01,,51546,1.00633762243134e-02,Medium Activity,High CLV,High Value Active
732013,40,62885,62885,1265,24,Canada,Ontario,Toronto,M2P 4F6,Female,Bachelor,90142,Married,Star,4361.37,0,0,Medium,Medium CLV,2015-09-01,,61620,2.01160849169118e-02,Medium Activity,Medium CLV,Medium Value Regular
304770,38,60766,60766,1218,24,Canada,Quebec,Quebec City,G1B 3L5,Male,Bachelor,83860,Married,Aurora,5059.99,0,0,Medium,Medium CLV,2015-02-01,,59548,2.00441036105717e-02,Medium Activity,High CLV,High Value Active
